"company","title","powerbi","qlik","tableau","description"
"Ordina ","senior microsoft data analist",TRUE,FALSE,FALSE,"Als senior Microsoft data analist ben je de brug tussen data en gebruikers. Je verwerft inzicht in bedrijfsprocessen, identificeert informatiebehoeften en werkt samen met databasebeheerders en applicatiebeheerders om relevante gegevens te verzamelen. Je modelleert een semantic layer en datawarehouse en maakt gegevens zo beschikbaar. Je werkt samen met experts in verschillende bedrijfsprocessen en beheert de succesvolle ontwikkeling van oplossingen.

Ben je een BI ontwikkelaar die zich wil richten op data analyse? Of een bedrijfsanalist met interesse in technologie? Wil je deel uitmaken van een dynamisch, snel groeiend team dat werkt met geavanceerde technologie? Solliciteer dan zeker en misschien versterk je binnenkort ons ‘Microsoft Data & Analytics’-team!
Wie we zoeken
Je hebt ervaring met SQL server en analysis services
Je hebt goede kennis van data modelling en dimensional modelling concepts
Je wilt op de hoogte blijven van nieuwe technologie
Je kan goed communiceren
Kennis van SSRS en Power BI is een pluspunt
Wat wij bieden
Je bent een sleutelfiguur in projecten bij Belgische topbedrijven
Je werkt in een hightech omgeving met de focus op kennis en innovatie
Je kennis blijft up-to-date dankzij workshops, conferenties, trainingen en je wordt ondersteund bij het behalen van certificaten
Een gezonde balans tussen werk en privéleven
Je kan je carrière mee sturen en blijven groeien
Je collega’s zijn down to earth en hebben een no-nonsense houding, er is ruimte voor eigen initiatief
Je kan deelnemen aan leuke business en teambuildingsactiviteiten
Je geniet van voordelen zoals een bedrijfswagen, laptop, gsm-vergoeding, maaltijdcheques, verzekering etc."
"Contraste Group ","data intelligence developer",FALSE,TRUE,TRUE,"180328/01
Audaxis is part of the Contraste Europe Group. Since its creation in 2000, Audaxis has grown steadily and today employs 120 people spread across Belgium, France, Luxembourg, Switzerland and Tunisia. As part of a strong growth of its Data activities, Audaxis is looking for a Data Intelligence Developer.
Your role:
The Data Intelligence department of Audaxis participates in the implementation of digital transformation at its various customers. They operate in the worlds of finance (banking/insurance), retail, services, etc...

For that, the teams of the Data Intelligence department set up a modern architecture of data processing at various levels: data analysis and visualization & application integration.

Your main responsibilities:
When you arrive at Audaxis, you will go through a training phase.
Soon enough you will join a team to actively participate in the implementation of a solution on a concrete project.
You will remain at a high level of knowledge.
The experience gained will allow you to progressively become an architect and project manager.
Your profile:
Required Skills:

Programming language: Java, SQL.
English
BAC+3
Desired skills:

Principles of ETL and datawarehouse
Knowledge of one Java Enterprise development framework : JEE, Spring, Apache Camel,…
Knowledge of Java Enterprise servers: JBoss, Apache Tomcat, Apache Karaf,...
Development project management: Agile/Scrum, DevOps, Continuous Delivery,...
Knowledge in Big Data
Knowledge in Linux
With or without experience
A positive, analytical, innovative and curious mind
Good interpersonal skills and a sense of collaboration
Optional skills:

Working Experience in working with an ETL tool (Talend, Informatica, Microsoft SSIS,...)
Working experience in using a Business Intelligence tool (TIBCO JasperSoft, Qlikview, Tableau, Business Object,…)
We offer:
A challenging position in a fast growing company with an international presence.
A stimulating working environment with a really good team spirit maintained by lots of internal events (teambuilding, ...).
A dynamic culture focused on personal development.
A wide range of training and career development opportunities."
"KBC ","kbc ict architect - data intelligence",FALSE,TRUE,FALSE,"Wat houdt deze functie in?

Ben je gepassioneerd door Data? We zoeken een gemotiveerd IT Architect om ons intake team te versterken. Als IT Architect vervul je een belangrijke brugfunctie tussen business en IT en bepaal je in grote mate het gezicht van IT naar de interne klant. Binnen deze brugfunctie zijn effectiviteit en efficiëntie troef, waarbij dé toegevoegde waarde van IT aangetoond dient te worden voor onze eindgebruiker en diens klant.
De ‘rode draad’ binnen het Data Intelligence Competence Center is de ontwikkeling van en ondersteuning bij DI-oplossingen. Naast de klassieke DI-oplossingen met de klassieke DI tools & technologieën (Powercenter, SAS, Qlikview, Business Objects, …), zitten daar ook Big Data oplossingen bij met hun specifieke tools & technologieën (R, Python, Spark, Scala, Hadoop, …). Met deze stap richting data driven company wil KBC het verschil maken met andere financiële instellingen. Voor dit domein zoeken we een gemotiveerde IT Architect met ervaring in Data Intelligence: klassieke en/of Big Data omgeving.
KBC IT werkt volgens het principe van GEO-werken waarbij medewerkers kunnen telewerken of werken vanuit een KBC hoofdgebouw naar keuze. Deze specifieke job vergt wel regelmatige aanwezigheid in Brussel.
Wat verwachten we van jou?

Jobinhoud van een IT Architect:
Vertalen van business requirements in een fit-for-purpose IT oplossing met nadruk op technische infrastructuur en tooling (vnl. de hierboven vermelde tooling).
Uitvoeren van een werkvoorbereiding of ‘feasibility’ studie waarbij jij als IT Architect de verschillende oplossingsalternatieven in kaart brengt en de haalbaarheid naar scope, budget, TTM (time-to-market), A2E (Ability to Execute) hiervan binnen het IT infrastructuur en tooling landschap onderzoekt.
Verantwoordelijk voor de status rapportering van jouw werkvoorbereidingsdossiers naar programma en IT management.
Je bent op de hoogte van Project Life Cycle en past deze naar de geest toe.
Op het einde van je ‘feasibility’ studie lever je de cruciale IT deliverables op en zorg je voor een ‘handover’ naar de projectteam. Daarna blijf je ter beschikking tijdens de werkuitvoering voor de werfopvolging.
Zorgen voor gedragenheid van de IT oplossing binnen de IT organisatie (technologie experten, IT architecten, business analisten community, …)
Opvolgen van technologie trends en evoluties binnen het domein
Fungeren als co-entrepreneur voor jouw interne business klant, daarbij oa adviseren waar technologie een ‘enabler’ kan zijn om business ideeën te realiseren
Je bent actief betrokken binnen de IT architectuur community, je bent daarbij niet alleen transparant over je eigen dossiers maar volgt ook de andere dossiers en staat collega’s bij waar nodig.
Jouw troeven?

Je kan een gedegen ervaring voorleggen als IT Architect (minimum 5 jaar in deze rol) in een complexe IT-omgeving.
Je bent in het bezit van een masterdiploma of gelijkwaardig door ervaring en bent:
sterk analytisch en conceptueel
out-of-the-box denker
teamplayer
innovatief
klantgedreven
goede communicator
gepassioneerd door technologie en trends
Ervaring met Disciplined Agile Development en met Archimate is een pluspunt.

Wat hebben wij je te bieden?
Je kunt bij KBC rekenen op:
wat je nodig hebt om elke dag het beste van jezelf te kunnen geven;
een uitzonderlijk aanbod opleidings- en ontwikkelingskansen;
diverse doorgroeimogelijkheden;
een contract van onbepaalde duur;
een competitief verloningspakket, aangevuld met een ruim pakket aanvullende voordelen en personeelsvoorwaarden op onze bank- en verzekeringsproducten;
mogelijkheden om je werk en je privéleven op elkaar af te stemmen;
een dynamische werkomgeving met een open cultuur en een aangename werksfeer.

Interesse in deze vacature?
Solliciteer via onze website www.kbc.be/jobs"
"Cooder ","junior data engineer",FALSE,FALSE,TRUE,"TPVision is looking for a Data Engineer!

Information
At this single R&D site in Europe, we contribute to the market understanding of Europe and provide effective regional presence to guide overall program definition, development and market introduction of millions of TVs. A cornerstone of our capability is our team for data capturing, processing and analytics, which fosters a culture of objective data driven decision making in the wider organization.

To fulfill this mission we are looking for a Data Engineer, for our Big Data and Data Analytics systems. We seek a driven technical leader (M/F) who wants to grow in this dynamic environment and influence direction and decision making in the wider organization.

Requirements
You have a Master's degree in computer science or a related quantitative field.
You have knowledge of data extraction and ETL.
You have a strong background with DWH design, preferentially using Redshift.
You have solid skills with data processing frameworks, preferentially Spark.
You have a broad based understanding of the Hadoop ecosystem.
You have strong experience with high-level programming languages such as Python and/or Scala.
You have a DevOps mindset and are used to having end-to-end responsibility in a project.
You have experience with command line tools and version control (i.e. git).
Experience on Tableau is an asset.
You have interest in Open Source Big Data technologies like Logstash, Kubernetes.
You have the ability to understand business context and specificities.
You have excellent communication, visualization, reporting and presentation skills.
You are creative and can work on a high conceptual level.
You have very good troubleshooting and problem solving skills.
You can work effectively within diverse teams and also have the ability to work independently and prioritize on your own work.
You are very result driven, quality minded and consumer oriented.
You have a good knowledge of English; knowledge of Chinese and European languages is an asset.
Responsibilities:
Setup and Maintain (Big-)Data Flows using Python, Spark (scala/python) and/or Logstash.
Work together with technical/business representatives to foster an objective mindset and promote data driven decision making.
Follow advances and proliferate latest trends in related technologies.
Ability and willingness to proactively identify key challenges in the organization for which data driven decision making makes sense and having direct interaction with stakeholders to validate/improve deliverables.
Support execution of end-to-end Data Science Projects.
>Starting point will often be Data Exploration and Validation of new data sources.
>Collect, clean, prepare, validate and load the necessary data so that it can be used by the Data Scientists and BI analysts.
>Develop integration tests for the new data processing flows.
>Depending on his/her skills the new data engineer may also be involved in implementation of various algorithms, eg. Machine Learning algorithms.

About TP Vision
TP Vision is a dedicated TV player in the world of visual digital entertainment with ambitions to foster a strong global television company. TP Vision has grown from a Philips TV division to a wholly owned subsidiary of TPV Technology. TP Vision employs close to 3,000 people in several locations around the globe.

At TP Vision Ghent (formerly Philips TV) we are part of a larger global R&D organization which focusses on televisions of the present and the future. OLED TV, P5 Picture Quality engine, AmbiLux and Android TV have all been conceptualized and developed in this innovative and driven environment. Recognition of our activities is visible in numerous awards such as prestigious EISA-awards over numerous years.

Keywords
epr, epr, bigdata, big-data, data big"
"Crunch Analytics ","data strategy intern",TRUE,FALSE,TRUE,"About the position
This data strategy internship will give you the opportunity to become proficient with the key aspects of how data will fundamentally change the way businesses operate in the coming years. It will give you a deep dive in how big data, artificial intelligence and data science are put into action to unlock or create business value in numerous ways.

Your core tasks will include: providing business and analytical support in any type of project, building dashboards to present our solutions to the client, creating presentations to pitch new data science projects to possible clients and many more.

Essential capabilities
You have a strong analytical mindset and ability to structure information
You have a passion for business
You are a problem solver and love to improve processes
You are eager to learn new things
You are fluent in Dutch and English
You are flexible and stress-resistant
You love to work in a team
You are a pro if it comes to PowerPoint and Excel
Other useful skills
Knowledge of any programming languages
Business experience through internships or other functions
Experience with dashboarding tools (PowerBI, Tableau…)
You have a basic knowledge of data scientific principles
Our offer
We offer a vibrant working atmosphere with a true start-up mentality at the newly founded Co.Station start-up accelerator located at Ghent Dampoort. More than anything you will be given the opportunity to take the initiative to set this company on the map, as well as the opportunity to keep learning and growing over time.
Up for the challenge?
Contact us!"
"Arhs Group ","bi analyst developer (hadoop and/or teradata and/or informatica)",TRUE,FALSE,FALSE,"Your Role

You will work closely with your squad colleagues and be responsible for the analysis, development, testing and follow up of the implementation of project deliverables with a focus on quality:

load and integrate data from our multitude of applications, service platforms and networks in the Enterprise Data Warehouse/Data Lake via ETL solutions
creating datamarts and/or reports/dashboards
The analyst/developer is a key contact person for internal clients and takes care of optimal communication and collaboration with them and all other teams needed, in and outside our domain.

He/she contributes to the organization and optimization of team processes.

You make sure that your (and your colleagues’) solutions are matching the requirements regarding security (retail/wholesale, legal, …) and confidentiality, defined by Legal- and Security- teams and by our Datawarehouse Data Security Officer (DSO).

You have to make sure that solutions make optimal use of available computer capacity (CPU, I/O, storage, memory, …), available on our platforms (Teradata, Hadoop, Oracle, … ) and guarantee optimal performance.

Your Skills

As we are looking for analyst/developers in 3 technological areas you possess several of the technical skills of 1 or more of the following skillsets:

Data Integration
Profound knowledge of key concepts of Business Intelligence, Data Warehousing and entity-relationship (E-R)-, Third Normal Form (3NF)- and dimensional modeling (knowledge on RDA helps)
Good knowledge on Hadoop and related technologies (Hortonworks Hadoop stack, HBase, MapReduce, Storm, Hive, Kafka, Scala, Spark …)
Knowledge and experience in:
Scripting (Perl, Java, Python, R, …)
NoSQL principles and systems: document stores, graph databases, KVP stores
Parallel data processing (MPP) and tuning
Statistical Modeling
BI tools (Informatica, MicroStrategy), databases (Teradata, Oracle)
modeling tools (RDA)
Data Delivery with focus on Microstrategy
You have a good general knowledge of the entire MicroStrategy platform/architecture and know how components work/communicate
You have a profound knowledge of the MicroStrategy Developer & Architect Schema & public objects development & design is like a second nature for you.
You can develop interactive pixel perfect documents as well a dashboards through Visual Insight with the web (D3 JavaScript development is a plus)
You have worked with object manager to create your own release
Data Delivery with focus on Microsoft
SQL Server
Integration Services
Reporting Services
Analysis Services (OLAP and/or Tabular)
Power BI (Desktop and Services)
Powershell
Job scheduling via JAMS
2.6.0.0
Your challenge

Who you are

Technologies

Bonus / advantage skills

What you’ll get
An informal hierarchy & work environment
Our open, flat structure supports a strong focus on communication and collaboration, enabling to respond quickly to market changes and customer requests.
Learning & development opportunities
We constantly invest in our people and are committed to providing individual development opportunities to help you continue to grow and stay happy and satisfied at work.
An attractive salary package
With an attractive salary and benefits package including advantageous fringe benefits you’ll be well paid for what you love to do.
Exciting projects
You’ll take ownership of various projects for both public and private clients: calling for creativity and innovation, at the cutting-edge of technology.
A strong corporate culture
You’ll join a dynamic team of smart and ambitious people. From the way we hire, to the way we relate to our clients our values form the foundation of the way we work.
A rock solid company
With more than 150 customers, and 31% organic growth in FY2017, you’ll join a business with a sustainable and growth-oriented plan."
"Cegeka ","medior data intelligence consultant ax",TRUE,FALSE,FALSE,"De wereld van (Big) Data boeit jou uitermate? Heb je een passie voor Data Intelligence? Heb je ervaring met de Microsoft BI Stack (SSIS, SSRS & SSAS) ? Dan heeft Cegeka een uitdaging op maat voor jou!

Cegeka is een toonaangevend ICT bedrijf dat kwalitatieve oplossingen biedt aan zijn klanten. We streven steeds naar een oplossing op maat, zeg maar de ideale match voor de klant om zijn doelstellingen te bereiken. Ook bij uitbreidingen van ons team zoeken we naar deze match. Competenties en karakter zijn voor ons essentieel, naast ervaring en ambities. Cegeka investeert voortdurend in talent management opdat elke medewerker zijn potentieel kan realiseren.

Wat houdt de job in?
(Big) Data is voor jou geen doolhof, maar een road map waarop jij voor onze klanten overzichtelijk de route uitstippelt. Als Medior Data Intelligence Consultant maak je deel uit van de Data Intelligence Unit, een zelfstandig team binnen de divisie Business Solutions van Cegeka. Je hebt ervaring met (Microsoft) BI-producten (SSIS, SSRS & SSAS) en werkt met passie aan de vraag hoe Business Intelligence en Analytics op nieuwe manieren kunnen worden ingezet. Kansen worden door jou vertaald in intelligente oplossingen die onze partners meer inzicht bieden in hun performance, operations en klanten. Hierbij kun je terugvallen op de door Cegeka ontwikkelde bouwstenen en methodieken. Je geniet ervan om in teamverband aan projecten te werken, jezelf onder te dompelen in research & development en andere projectleden naar een hoger niveau te tillen. Daarnaast ga je slim en creatief om met de beschikbare middelen. Met jouw passie, kennis, ervaring en vaardigheden voeg jij waarde toe aan de bedrijfsvoering van onze klanten.
Wie zoeken we?
In het bezit van een WO- of HBO Diploma, bij voorkeur op het gebied van (Bedrijfskundige) Informatica of Business IT & Management of andere relevante Master/HBO opleiding
Relevante werkervaring met Microsoft Dynamics AX is een vereiste
Relevante werkervaring met Microsoft Power BI (Kennis van Microsoft Azure Data Anlytics Cloudplatform, NAV en CRM is een pre
Minimaal 3 jaar relevante recente werkervaring met Data Intelligence met de volledige Microsoft BI Stack (SSIS, SSRS en SSAS)
Microsoft certified Professional (of je wilt dit worden)
Kennis van en ervaring met Excel en ETL
Flexibel, collegiaal en zelfstandig
Communicatief vaardig en klantgericht
Probleemoplossend vermogen
Je bent iemand die het leuk vindt om demo's en presentaties te geven
Je vindt relatiebeheer een leuk onderdeel van jouw werk
Je bent een teamspeler
Je bent in staat kleine teams te leiden en junior medewerkers te begeleiden en inspireren in hun loopbaan
Waarom meegroeien met Cegeka?
Cegeka is uitgeroepen tot TOP Employer ICT dit jaar. Hiermee bewijst zij dat de ontwikkeling van haar medewerkers top prioriteit heeft
Een aantrekkelijk salaris overeenstemmend met opleiding en werkervaring
Goede secundaire arbeidsvoorwaarden
Een zeer stabiele werkgever met groeiambitie
Verbinding tussen medewerkers wordt gefaciliteerd met een uitgebreid pallet van sociale activiteiten
Je maakt deel uit van een enthousiast en professioneel team
Meer dan 4.000 medewerkers zijn al aan de slag binnen de Cegeka groep. Vanuit Cegeka Nederland in Veenendaal en Eindhoven ondersteunen wij met meer dan 350 medewerkers onze klanten op ICT-gebied. De bedrijfsvoering van organisaties wordt met diverse diensten en producten ondersteund. Binnen Cegeka Nederland heerst een gezonde en prettige werkcultuur. De kernwaarden die bij onze cultuur horen zijn; Samenwerken, Betrokken, Vakkundig, Vernieuwend en Mensgericht. Door onze aanpak zien wij al jarenlang een duidelijk groei."
"Tobania ","data analyst",TRUE,TRUE,TRUE,"Are you an experienced data analyst or interested in the strategic importance of data for business in the digital era? Are you looking for a new challenge and ready to join a brand new team of data consultants? Keep on reading!
At Tobania, a large Belgian consultancy company, we hire what we call ‘Data Samoerai’. These consultants possess the ability to understand data an extract value from it. This leads to intelligence, and intelligent business is the successful business. Our Data Samoerai bridge the gap between large data sets or big data and strategic business insights. We expect them to slice and dice big amounts of data into high-value strategic data opportunities for our clients. We want to offer solutions, going further than just prepping the dataset.
You will find yourself in a startup-like environment, a ‘new-kid-on-the-block’ that is adding the data chapter to a fast-growing IT-consultancy story. On the other hand, the customers you will be working for as a consultant are Belgium’s biggest firms. A strong passion for data and the ambition to develop yourself continuously are must-haves for this job. We need people who want to make a difference!
Do we still have your attention? Good, you are getting a step closer to becoming our next colleague!
What your day as a Data Analyst / Data Samoerai looks like :
Joining or leading a client's discovery session to learn about their business problems;
Analyzing data with existing or new tools, interpreting trends and patterns in the data sets;
Creating meaningful dashboards/visualizations for our customers;
Sharing newfound ideas, expertise and solutions with colleagues.
Requirements
Your skillset preferably consist of:
knowledge of Python and/or R combined with SQL understanding;
a hands-on experience with data visualization;
notions of at least one of the following: Power BI, Tableau, Hadoop or Qlik;
the ability to synthesize large amounts of data, translate findings into clear insights and communicate these convincingly;
being fluent in Dutch and English with French as a surplus;
excellent problem solving skills and a critical mindset;
a strong ‘can-do’ attitude, not being afraid of promoting your ideas;
daring to take a strong stance when it comes to data quality;
flexibility and willingness to work mainly in the Brussels area.
 What is in it for you?
A competitive remuneration package that includes advantages such as a company car, insurance, meal vouchers, pension plan etc.;
Flexible work conditions and challenging projects, within a flat network organization;
Support by one of the fastest growing Belgian IT consultancy companies, Tobania;
The freedom to develop yourself in line with your ambition and the ability to grow with the support of your mentor;
Constant, relevant trainings that keep on pushing you further up your career path;
A great working atmosphere with a dynamic fast-growing team of like-minded colleagues who take their work very seriously, but are always in for teambuilding events, after work drinks, etc.
Think we are looking for YOU?
Send your resume and motivation letter to joren.devogelaer@tobania.be and we'll find out together if it is you we are looking for!"
"BAIN & COMPANY ","data scientist",FALSE,TRUE,TRUE,"Overview
Our Advanced Analytics Group is a team of experts in data science, engineering, marketing science, operations research and primary research. You will work alongside Bain’s consulting teams to provide high quality results for our clients, some of the most successful and pioneering businesses in the world.
You will also work to advance AAG’s and Bain’s analytic capabilities and provide training to the consulting staff as needed.
Responsibilities
Provide data science services to Bain case teams and clients worldwide. You will work with case teams to assess client demands and suggest data science methods that provide practical, value-added answers to the client and case teams.
Develop solutions that bring critical insights to wide scale of different problems such as targeting customers and segmenting markets, product design, marketing optimization, demand forecasting and brand valuation, profit and price analyses, and fraud detection.
Develop, prototype and test machine learning algorithms on data sets that can range from a few data points to billions.
Apply machine learning and statistical techniques including regression models, decision trees, random forests, gradient boosting, support vector machines, clustering and topic models.
Prepare various sources of data using data wrangling methods in Python, R and SQL, leveraging infrastructure including Cloud computing solutions and relational database enviroments
Keep abreast of new and current statistical methodologies, machine learning and data wrangling techniques.
Where appropriate, train other team members to support the use of data analytics tools and to expand the use of machine learning within Bain
Combine domain expertise to perform feature engineering
Qualifications
Fluency in French and English required
5+ years of experience with data science and statistical analysis in a business, marketing science or social science environment
A Masters’ Degree or Ph.D. in Computer Science, Artificial Intelligence, Applied Mathematics, Econometrics, Statistics, Physics or related field is desired
Strong background in Statistics and Mathematics
Proficiency in SQL is required, and familiarity with NoSQL data stores is a plus
Proficiency with data wrangling, visualization and modeling in either R or Python is required, familiarity with other analytical software such as SAS or SPSS is a plus.
Experience with explaining and performing a variety of data science and machine learning techniques
Examples of domain expertise in which we are interested is: predictive modeling, churn analysis, time series forecasting, computer vision, text mining, recommender systems, market basket analysis, segmentation, graph analytics, natural language processing and text analytics
Experience with dashboard and reporting tools such as Tableau and Qlik
Experience with deep learning tools such as Keras, TensorFlow or Theano is a plus.
Experience with distributed computing frameworks such as Hadoop and Spark is a plus
Experience with Git and modern software development workflow is a plus
Strong interpersonal and communication skills are a must.
Ability to explain and discuss mathematical and machine learning technicalities to a business audience.
Must thrive in a fast paced environment and be able to work independently
Travel required

Ind123"
"AXA ","data analytics & bi expert",TRUE,FALSE,FALSE,"About AXA
AXA is not only a world leader but a major Belgian partner in the field of banking and insurance. As many as three million customers turn to us for every major event in their lives, such as home-buying, business expansion, vehicle insurance, or deaths in the family. Whatever happens, we’ll always be there to help them through these constant life changes.
AXA has a global turnover of 92 billion Euros in 59 countries.


We need you...
We are seeking to appoint an IT solution expert in the context of the reorganisation of our IT work to deal with the management and monitoring of Product Data Analytics & BI applications and projects.

To guarantee the maintenance and evolution of IT platforms for IT applications related to Data Analytics, in compliance with established standards (in terms of time, quality, scope, budget, relations between services and business); analysis, testing, and management of business needs touching on data modelling and the visualisation of their data in order to ensure that the goals of sustainability, quality and efficiency are met in operational terms.

As IT Solution Expert, your tasks will include:

Positioning yourself as the go-to person for all topics concerning reporting tools in order to provide other entities with the relevant information, to support them in decision-making, and thus consolidate the image of a partner.Attending meetings with internal counterparts, such as users, other divisions, etc. and external contacts, for example contractors, negotiating independently and providing support in your field of expertise, so as to ensure optimum cooperation with external partners and the definition of projects matching the needs of the organisation.Being technically in charge of the reporting platform and ensuring the configuration, maintenance and implementation of changes in line with the priorities.Anticipating risks and taking action as required in terms of the direction to be taken with regard to analysis, development, and testing in order to achieve the set targets, while remaining in compliance with methodology and procedures.Stimulating and structuring the pooling of information, knowledge and expertise within the team and across the board in order to consolidate individual know-how and improve the quality of the service provided.Supervising the implementation of data modelling and data visualisation among business entities, serving as a mentor to provide the required support.


Profile
As an IT Solution Expert, you have:

A master's degree in IT or equivalent experience;
Experience in an IT field as Technical BI Solution Expert:
Programming Languages (DAX, jQuery, Java, SQL);Reporting Services (Microsoft Power BI);BI – ETL (Microsoft SSIS);Databases (Microsoft SQL Server, Analysis Services Tabular, Analysis Services Multidim).Good knowledge of the different platforms set up for Business Intelligence and Data Analytics tools (DWH and Data Lake architectures, methods and best practices in data modelling, Agile working method);A good knowledge of IT-related technical vocabulary in the second national language, plus basic knowledge of English.
You are also:

Customer-oriented, and able to propose alternative solutions to meet customer needs, while ensuring that their requirements are met in full;Motivated to encourage and help your colleagues to acquire new knowledge, approaches or practices in the light of new problems or contexts;Proactive, encouraging new ideas and drawing inspiration from them to move internal practices forwardA good negotiator, who likes to develop arguments and lead discussions in order to reach agreementsA good communicator who adapts your message according to the person you’re talking to


We offer
- From your first day (and during the following weeks), you will enjoy intensive support so that you will soon find your feet among us.
We believe in the New Way of Work. Once you have a solid track record, you will be free to choose your own schedule, or even work part of the time at home. As you won't be allocated a specific office, you will often be working alongside different colleagues and will set up an extensive internal network.We shall supplement your salary with interesting advantages using a self-service model. You will therefore be able to build up your own salary by choosing from a wide range of possibilities: mobility benefits, staff discounts on our banking and insurance products, child care during the school holidays, etc.You will enjoy group insurance, disability and hospitalisation insurance and accident cover.We actively apply a welfare-related internal policy which will help you to remain in good health.
And, naturally, you will also be working with a great bunch of people in a fantastic atmosphere."
"AXA ","data analytics & bi expert",TRUE,FALSE,FALSE,"About AXA
AXA is not only a world leader but a major Belgian partner in the field of banking and insurance. As many as three million customers turn to us for every major event in their lives, such as home-buying, business expansion, vehicle insurance, or deaths in the family. Whatever happens, we’ll always be there to help them through these constant life changes.
AXA has a global turnover of 92 billion Euros in 59 countries.


We need you...
We are seeking to appoint an IT solution expert in the context of the reorganisation of our IT work to deal with the management and monitoring of Product Data Analytics & BI applications and projects.

To guarantee the maintenance and evolution of IT platforms for IT applications related to Data Analytics, in compliance with established standards (in terms of time, quality, scope, budget, relations between services and business); analysis, testing, and management of business needs touching on data modelling and the visualisation of their data in order to ensure that the goals of sustainability, quality and efficiency are met in operational terms.

As IT Solution Expert, your tasks will include:

Positioning yourself as the go-to person for all topics concerning reporting tools in order to provide other entities with the relevant information, to support them in decision-making, and thus consolidate the image of a partner.Attending meetings with internal counterparts, such as users, other divisions, etc. and external contacts, for example contractors, negotiating independently and providing support in your field of expertise, so as to ensure optimum cooperation with external partners and the definition of projects matching the needs of the organisation.Being technically in charge of the reporting platform and ensuring the configuration, maintenance and implementation of changes in line with the priorities.Anticipating risks and taking action as required in terms of the direction to be taken with regard to analysis, development, and testing in order to achieve the set targets, while remaining in compliance with methodology and procedures.Stimulating and structuring the pooling of information, knowledge and expertise within the team and across the board in order to consolidate individual know-how and improve the quality of the service provided.Supervising the implementation of data modelling and data visualisation among business entities, serving as a mentor to provide the required support.


Profile
As an IT Solution Expert, you have:

A master's degree in IT or equivalent experience;
Experience in an IT field as Technical BI Solution Expert:
Programming Languages (DAX, jQuery, Java, SQL);Reporting Services (Microsoft Power BI);BI – ETL (Microsoft SSIS);Databases (Microsoft SQL Server, Analysis Services Tabular, Analysis Services Multidim).Good knowledge of the different platforms set up for Business Intelligence and Data Analytics tools (DWH and Data Lake architectures, methods and best practices in data modelling, Agile working method);A good knowledge of IT-related technical vocabulary in the second national language, plus basic knowledge of English.
You are also:

Customer-oriented, and able to propose alternative solutions to meet customer needs, while ensuring that their requirements are met in full;Motivated to encourage and help your colleagues to acquire new knowledge, approaches or practices in the light of new problems or contexts;Proactive, encouraging new ideas and drawing inspiration from them to move internal practices forwardA good negotiator, who likes to develop arguments and lead discussions in order to reach agreementsA good communicator who adapts your message according to the person you’re talking to


We offer
- From your first day (and during the following weeks), you will enjoy intensive support so that you will soon find your feet among us.
We believe in the New Way of Work. Once you have a solid track record, you will be free to choose your own schedule, or even work part of the time at home. As you won't be allocated a specific office, you will often be working alongside different colleagues and will set up an extensive internal network.We shall supplement your salary with interesting advantages using a self-service model. You will therefore be able to build up your own salary by choosing from a wide range of possibilities: mobility benefits, staff discounts on our banking and insurance products, child care during the school holidays, etc.You will enjoy group insurance, disability and hospitalisation insurance and accident cover.We actively apply a welfare-related internal policy which will help you to remain in good health.
And, naturally, you will also be working with a great bunch of people in a fantastic atmosphere."
"Dataa ","junior data analyst",FALSE,FALSE,TRUE,"Description :
In collaboration with the Data Analytics squad, the Junior Data Analyst will be supporting his team to create the perfect environment to manage data within an expanding IT and Big Data Department.

As a Junior Data Analyst consultant, you will:

Work in close collaboration with Functional Data Business squads to ensure the delivery of end-to-end solutions
Manage infrastructure platforms that will support the overall Data Management
Setup a Big Data Sandbox solution (Hortonworks)
Be part of the continuous delivery of the data architecture components with tools such as Linux, Python, R, Spark …
Be in daily contact with other IT departments and suppliers
Develop monitoring tools to control the resources consumption and suggest improvements on the current deployments

Profile :


You are fluent in French and good in English and/or Dutch.
You have a Bachelor/Master in informatics or equivalent
You have at least 1 year of professional experience
Be familiar with IT and Big Data tools (Data Warehousing, Data Lake, Data Hub…)
You are knowledgeable in Python, R Programs and Shell scripts
Be familiar with data management tools such as Tableau, Hadoop, BI, Kafka …
You are a Team Player, pro-active and you have good analytical skills



Our offer :
Intys Data is a company dedicated to guiding customers leverage their digital transformation on a large scale. We support our clients to reinvent or grow their business by combining data-driven technologies with a lean driven approach.

In addition to a competitive salary, supplemented with attractive fringe benefits, we offer you an entrepreneurial, nurturing and growing environment with challenging career opportunities and training possibilities.

The company offices are in Brussels, Belgium.

Website: www.intys-data.eu

Interested in this challenging position?"
